"rfmo","lon","lat","year","effort_t_hooks","catch_tot_mt","catch_tot_n","catch_bet_mt","catch_bet_n","catch_alb_mt","catch_alb_n","catch_yft_mt","catch_yft_n"
"iattc",-87.5,-22.5,2002,1305.414,0,17879,0,10370,0,5255,0,2254
"iattc",-87.5,-22.5,2003,2712.257,0,64869,0,7043,0,9786,0,48040
"iattc",-87.5,-22.5,2003,12.658,0.54,33,0,0,0.54,33,0,0
"iattc",-87.5,-22.5,2004,3487.104,0,130483,0,29894,0,60559,0,40030
"iattc",-87.5,-22.5,2005,668.719,0,13909,0,2750,0,7484,0,3675
"iattc",-87.5,-22.5,2005,12.6,3.36,177,1.51,45,0.99,100,0.86,32
"iattc",-87.5,-22.5,2006,574.018,0,12877,0,3219,0,7893,0,1765
"iattc",-87.5,-22.5,2006,29.8,3.22,155,2.26,82,0.43,44,0.53,29
"iattc",-87.5,-22.5,2007,689.749,0,25477,0,3566,0,12647,0,9264
"iattc",-87.5,-22.5,2008,423.823,0,19196,0,3512,0,12097,0,3587
"iattc",-87.5,-22.5,2009,230.682,0,5661,0,1541,0,3687,0,433
"iattc",-87.5,-22.5,2010,200.16,0,3193,0,845,0,2333,0,15
"iattc",-87.5,-22.5,2011,29.987,0,89,0,25,0,64,0,0
"iattc",-87.5,-22.5,2012,10.943,1.57,66,0.61,19,0.9,45,0.06,2
"iattc",-87.5,-22.5,2012,109.505,0,1409,0,727,0,657,0,25
"iattc",-87.5,-22.5,2013,2.45,0.25,9,0,0,0.01,1,0.24,8
"iattc",-87.5,-22.5,2013,114.862,0,2016,0,741,0,1275,0,0
"iattc",-87.5,-22.5,2014,123.12,0,1447,0,1438,0,7,0,2
"iattc",-87.5,-22.5,2015,69.6,0,865,0,632,0,172,0,61
"iattc",-87.5,-22.5,2015,63.4,28.45,2709,3.95,108,24.22,2589,0.28,12
"iattc",-87.5,-22.5,2016,29.75,0,239,0,186,0,48,0,5
"iattc",-87.5,-22.5,2016,1.2,0.12,0,0,0,0.12,0,0,0
"iattc",-87.5,-22.5,2017,47.75,0,378,0,238,0,70,0,70
"iattc",-87.5,-22.5,2017,7.2,6.49,0,0.55,0,4.7,0,1.24,0
"iattc",-87.5,-22.5,2018,278.835,0,15363,0,2234,0,12747,0,382
"iattc",-87.5,-22.5,2018,277.55,95.24,0,16.3,0,75.11,0,3.83,0
"iattc",-87.5,-22.5,2019,35.875,0,1653,0,129,0,1524,0,0
"iattc",-87.5,-22.5,2019,27.5,4.74,0,1.76,0,2.85,0,0.13,0
"iattc",-87.5,-22.5,2020,31.35,0,131,0,38,0,91,0,2
"iattc",-87.5,-22.5,2021,2.88,1.31,97,0,0,1.2,93,0.11,4
"iattc",-87.5,-22.5,2021,8.46,0,166,0,24,0,135,0,7
"iattc",-87.5,-22.5,2022,35.584,0,835,0,132,0,699,0,4
"iattc",-87.5,-22.5,2022,33.6,0.2,0,0,0,0,0,0.2,0
"iattc",-87.5,-22.5,2024,2.7,0,41,0,28,0,11,0,2
"iattc",-82.5,-22.5,1968,233.764,0,8898,0,7610,0,224,0,1064
"iattc",-82.5,-22.5,1969,875.94,0,16496,0,14108,0,1529,0,859
"iattc",-82.5,-22.5,1970,144.473,0,1731,0,1553,0,160,0,18
"iattc",-82.5,-22.5,1971,49.947,0,904,0,891,0,12,0,1
"iattc",-82.5,-22.5,1972,20.172,0,1516,0,545,0,124,0,847
"iattc",-82.5,-22.5,1973,303.073,0,3742,0,3247,0,352,0,143
"iattc",-82.5,-22.5,1974,44.94,0,193,0,167,0,0,0,26
"iattc",-82.5,-22.5,1976,2.147,0,2,0,2,0,0,0,0
"iattc",-82.5,-22.5,1977,933.173,0,24704,0,19238,0,3429,0,2037
"iattc",-82.5,-22.5,1978,1929.428,0,33818,0,29014,0,2758,0,2046
"iattc",-82.5,-22.5,1978,26.607,0,171,0,93,0,72,0,6
"iattc",-82.5,-22.5,1979,2287.719,0,45920,0,37732,0,964,0,7224
"iattc",-82.5,-22.5,1979,5.46,0,46,0,38,0,0,0,8
"iattc",-82.5,-22.5,1980,1084.24,0,20620,0,14698,0,62,0,5860
"iattc",-82.5,-22.5,1981,1152.544,0,22534,0,17231,0,715,0,4588
"iattc",-82.5,-22.5,1982,1349.758,0,32967,0,29552,0,394,0,3021
"iattc",-82.5,-22.5,1983,3148.066,0,49780,0,40550,0,2314,0,6916
"iattc",-82.5,-22.5,1984,2675.944,0,57783,0,45484,0,2170,0,10129
"iattc",-82.5,-22.5,1985,1019.645,0,27432,0,20617,0,436,0,6379
"iattc",-82.5,-22.5,1986,2757.884,0,54891,0,49267,0,1373,0,4251
"iattc",-82.5,-22.5,1986,6.23,0,20,0,20,0,0,0,0
"iattc",-82.5,-22.5,1987,1270.456,0,16071,0,13345,0,593,0,2133
"iattc",-82.5,-22.5,1988,728.768,0,9967,0,7848,0,740,0,1379
"iattc",-82.5,-22.5,1989,482.012,0,9676,0,8718,0,333,0,625
"iattc",-82.5,-22.5,1990,1026.091,0,32868,0,30141,0,506,0,2221
"iattc",-82.5,-22.5,1990,12.432,5.26,350,5.23,348,0,0,0.03,2
"iattc",-82.5,-22.5,1991,958.805,0,16733,0,14023,0,576,0,2134
"iattc",-82.5,-22.5,1991,44.44,8.56,392,7.95,343,0.17,24,0.44,25
"iattc",-82.5,-22.5,1992,1099.516,0,15681,0,10675,0,429,0,4577
"iattc",-82.5,-22.5,1992,2.345,0.27,819,0.06,361,0.06,257,0.15,201
"iattc",-82.5,-22.5,1993,936.317,0,20660,0,13579,0,269,0,6812
"iattc",-82.5,-22.5,1993,91.74,57.79,51,54.44,30,0.18,0,3.17,21
"iattc",-82.5,-22.5,1994,1894.815,0,66122,0,51346,0,2394,0,12382
"iattc",-82.5,-22.5,1995,2075.728,0,89177,0,62353,0,1988,0,24836
"iattc",-82.5,-22.5,1996,2606.562,0,92357,0,60694,0,2587,0,29076
"iattc",-82.5,-22.5,1996,25.8,11.4,464,6.22,232,0.99,71,4.19,161
"iattc",-82.5,-22.5,1997,1567.101,0,53490,0,28685,0,2954,0,21851
"iattc",-82.5,-22.5,1998,1444.419,0,32208,0,20567,0,2291,0,9350
"iattc",-82.5,-22.5,1999,603.926,0,13042,0,6270,0,509,0,6263
"iattc",-82.5,-22.5,2000,1087.872,0,42058,0,19753,0,1930,0,20375
"iattc",-82.5,-22.5,2001,2416.024,0,46975,0,24047,0,8852,0,14076
"iattc",-82.5,-22.5,2002,1564.43,0,13335,0,10109,0,827,0,2399
"iattc",-82.5,-22.5,2002,60.741,15.92,239,12.12,164,0,0,3.8,75
"iattc",-82.5,-22.5,2003,982.78,0,16347,0,4183,0,1032,0,11132
"iattc",-82.5,-22.5,2003,6.329,0.11,7,0,0,0.11,7,0,0
"iattc",-82.5,-22.5,2004,868.908,0,14742,0,7525,0,2986,0,4231
"iattc",-82.5,-22.5,2005,1140.197,0,26492,0,7778,0,15154,0,3560
"iattc",-82.5,-22.5,2005,136,36.31,1381,27.95,816,2.54,324,5.82,241
"iattc",-82.5,-22.5,2006,1374.54,0,26860,0,8041,0,12287,0,6532
"iattc",-82.5,-22.5,2006,150.6,28.26,1348,16.44,473,3.92,356,7.9,519
"iattc",-82.5,-22.5,2007,298.339,0,6638,0,2009,0,867,0,3762
"iattc",-82.5,-22.5,2008,462.388,0,38407,0,4143,0,5284,0,28980
"iattc",-82.5,-22.5,2009,189.259,0,2095,0,975,0,786,0,334
"iattc",-82.5,-22.5,2010,59.55,0,187,0,165,0,22,0,0
"iattc",-82.5,-22.5,2011,50.319,0,58,0,17,0,40,0,1
"iattc",-82.5,-22.5,2012,37.77,0,264,0,252,0,12,0,0
"iattc",-82.5,-22.5,2013,79.835,0,306,0,69,0,237,0,0
"iattc",-82.5,-22.5,2014,147.335,0,1547,0,1377,0,2,0,168
"iattc",-82.5,-22.5,2015,13.55,0,191,0,177,0,11,0,3
"iattc",-82.5,-22.5,2016,154.27,0,1121,0,954,0,164,0,3
"iattc",-82.5,-22.5,2017,82.33,0,2917,0,860,0,1939,0,118
"iattc",-82.5,-22.5,2018,596.131,0,34002,0,7822,0,24710,0,1470
"iattc",-82.5,-22.5,2019,410.96,0,11130,0,7636,0,2801,0,693
"iattc",-82.5,-22.5,2020,95.5,0,603,0,524,0,58,0,21
"iattc",-82.5,-22.5,2021,73.6,0,230,0,122,0,89,0,19
"iattc",-82.5,-22.5,2022,33.645,0,958,0,17,0,941,0,0
"iattc",-82.5,-22.5,2023,68.824,0,367,0,309,0,57,0,1
"iattc",-77.5,-22.5,1968,3.624,0,15,0,15,0,0,0,0
"iattc",-77.5,-22.5,1969,40.999,0,557,0,545,0,7,0,5
"iattc",-77.5,-22.5,1978,215.543,0,422,0,400,0,12,0,10
"iattc",-77.5,-22.5,1979,46.106,0,172,0,159,0,0,0,13
"iattc",-77.5,-22.5,1980,15.552,0,427,0,120,0,0,0,307
"iattc",-77.5,-22.5,1981,452.501,0,5148,0,4250,0,49,0,849
"iattc",-77.5,-22.5,1982,69.134,0,738,0,423,0,31,0,284
"iattc",-77.5,-22.5,1983,586.419,0,11494,0,7012,0,472,0,4010
"iattc",-77.5,-22.5,1984,687.221,0,12176,0,8138,0,1289,0,2749
"iattc",-77.5,-22.5,1985,2.756,0,31,0,20,0,0,0,11
"iattc",-77.5,-22.5,1986,111.909,0,1330,0,1006,0,0,0,324
"iattc",-77.5,-22.5,1987,5.408,0,2,0,2,0,0,0,0
"iattc",-77.5,-22.5,1988,109.805,0,108,0,97,0,0,0,11
"iattc",-77.5,-22.5,1991,287.355,0,2662,0,2221,0,85,0,356
"iattc",-77.5,-22.5,1991,2.548,0.38,12,0.38,12,0,0,0,0
"iattc",-77.5,-22.5,1992,381.434,0,2180,0,1139,0,134,0,907
"iattc",-77.5,-22.5,1993,11.907,0,52,0,46,0,0,0,6
"iattc",-77.5,-22.5,1994,32.726,0,218,0,209,0,2,0,7
"iattc",-77.5,-22.5,1995,569.263,0,4694,0,4300,0,122,0,272
"iattc",-77.5,-22.5,1996,37.762,0,247,0,209,0,4,0,34
"iattc",-77.5,-22.5,1997,107.768,0,852,0,549,0,43,0,260
"iattc",-77.5,-22.5,1998,529.013,0,5140,0,2855,0,57,0,2228
"iattc",-77.5,-22.5,1999,102.477,0,580,0,224,0,3,0,353
"iattc",-77.5,-22.5,2000,90.458,0,2081,0,717,0,1,0,1363
"iattc",-77.5,-22.5,2001,1198.934,0,9376,0,5434,0,7,0,3935
"iattc",-77.5,-22.5,2002,788.472,0,2199,0,1920,0,2,0,277
"iattc",-77.5,-22.5,2003,240.091,0,570,0,327,0,0,0,243
"iattc",-77.5,-22.5,2004,18.237,0,177,0,94,0,1,0,82
"iattc",-77.5,-22.5,2005,71.894,0,372,0,260,0,1,0,111
"iattc",-77.5,-22.5,2005,15.5,2.1,58,2.02,55,0.02,1,0.06,2
"iattc",-77.5,-22.5,2006,16.136,0,33,0,20,0,4,0,9
"iattc",-77.5,-22.5,2009,132.819,0,663,0,642,0,0,0,21
"iattc",-77.5,-22.5,2011,9.893,0,4,0,4,0,0,0,0
"iattc",-77.5,-22.5,2013,22.95,0,15,0,12,0,3,0,0
"iattc",-77.5,-22.5,2017,47.18,0,1519,0,242,0,1242,0,35
"iattc",-77.5,-22.5,2018,110.095,0,2265,0,1647,0,608,0,10
"iattc",-77.5,-22.5,2019,168.225,0,9543,0,5654,0,3872,0,17
"iattc",-77.5,-22.5,2020,67.5,0,437,0,322,0,115,0,0
"iattc",-77.5,-22.5,2021,78.255,0,5,0,5,0,0,0,0
"iattc",-77.5,-22.5,2022,5.4,0,13,0,7,0,6,0,0
"iattc",-77.5,-22.5,2023,47.753,0,315,0,73,0,242,0,0
"iattc",-72.5,-22.5,1978,75.872,0,46,0,46,0,0,0,0
"iattc",-72.5,-22.5,1979,53.351,0,65,0,65,0,0,0,0
"iattc",-72.5,-22.5,1981,92.261,0,711,0,704,0,1,0,6
"iattc",-72.5,-22.5,1982,12.72,0,45,0,30,0,0,0,15
"iattc",-72.5,-22.5,1984,81.927,0,1302,0,946,0,106,0,250
"iattc",-72.5,-22.5,1987,2.746,0,2,0,0,0,0,0,2
"iattc",-72.5,-22.5,1988,37.878,0,3,0,3,0,0,0,0
"iattc",-72.5,-22.5,1993,8.4,0,23,0,0,0,0,0,23
"iattc",-72.5,-22.5,1993,22.68,2.84,178,1.93,87,0,45,0.91,46
"iattc",-72.5,-22.5,1998,33.596,0,183,0,103,0,0,0,80
"iattc",-72.5,-22.5,1999,32.723,0,259,0,68,0,0,0,191
"iattc",-72.5,-22.5,2001,12.36,0,65,0,17,0,0,0,48
"wcpfc",152.5,-22.5,2001,1604.248,536.274,17762,208.597,6257,28.564,2364,299.113,9141
"wcpfc",152.5,-22.5,2002,1331.418,579.351,25913,101.042,4280,60.2,4618,418.109,17015
"wcpfc",152.5,-22.5,2015,1852.249,726.983,26242,137.497,4649,92.492,7424,496.994,14169
"wcpfc",152.5,-22.5,2017,1438.44,437.714,17081,52.892,1487,66.072,4988,318.75,10606
"wcpfc",152.5,-22.5,2019,1366.905,363.83,15410,36.247,1120,78.397,5510,249.186,8780
"wcpfc",152.5,-22.5,2021,1318.24,398.672,17648,42.201,1506,76.481,5677,279.99,10465
"wcpfc",157.5,-22.5,1954,1379.706,1175.053,48320,73.933,2290,342.644,24398,758.476,21632
"wcpfc",157.5,-22.5,1959,1459.159,1198.775,54828,122.819,2599,556,39590,519.956,12639
"wcpfc",157.5,-22.5,1962,1818.917,1058.091,42354,132.571,2782,353.837,25195,571.683,14377
"wcpfc",157.5,-22.5,1974,1304.234,183.122,5929,21.396,567,33.306,2275,128.42,3087
"wcpfc",157.5,-22.5,1979,1584.018,340.382,11012,65.632,1674,38.031,3059,236.719,6279
"wcpfc",157.5,-22.5,1980,1410.914,290.698,7581,48.757,958,21.89,1837,220.051,4786
"wcpfc",157.5,-22.5,1982,2588.5,566.93,19528,58.438,1524,127.665,8646,380.827,9358
"wcpfc",157.5,-22.5,1984,1237.4,254.261,10971,37.029,943,107.638,7141,109.594,2887
"wcpfc",157.5,-22.5,1985,1526.9,533.147,19869,72.846,1570,111.259,7713,349.042,10586
"wcpfc",157.5,-22.5,1988,1471.1,933.087,35231,59.76,1481,208.691,14900,664.636,18850
"wcpfc",157.5,-22.5,1989,2339.6,913.605,39189,99.62,2223,405.133,26242,408.852,10724
"wcpfc",157.5,-22.5,1990,1501.3,457.157,21282,37.851,1075,202.026,14614,217.28,5593
"wcpfc",157.5,-22.5,2019,1434.12,861.558,41822,13.187,310,618.545,33114,229.826,8398
"wcpfc",157.5,-22.5,2020,1553.112,806.666,43921,15.479,392,673.625,39692,117.562,3837
"wcpfc",157.5,-22.5,2023,1352.619,686.954,37727,10.542,227,563.841,32829,112.571,4671
"wcpfc",162.5,-22.5,1974,2595.239,364.763,20297,39.929,887,227.842,15946,96.992,3464
"wcpfc",162.5,-22.5,1990,1379.16,755,34841,19.736,380,582.396,29809,152.868,4652
"wcpfc",162.5,-22.5,1999,1537.212,442.032,22693,22.405,587,308.027,18865,111.6,3241
"wcpfc",162.5,-22.5,2000,1568.245,426.665,21783,33.281,1123,278.162,16518,115.222,4142
"wcpfc",162.5,-22.5,2001,1291.903,335.483,15324,20.574,573,210.341,11844,104.568,2907
"wcpfc",162.5,-22.5,2003,1581.504,421.064,21695,22.623,686,261.881,15068,136.56,5941
"wcpfc",162.5,-22.5,2004,1736.941,627.001,32528,26.444,807,481.638,26478,118.919,5243
"wcpfc",162.5,-22.5,2007,1402.895,566.377,30839,12.761,404,452.378,26343,101.238,4092
"wcpfc",162.5,-22.5,2008,2091.594,825.015,45278,27.253,651,694.152,40605,103.61,4022
"wcpfc",162.5,-22.5,2009,1871.897,755.012,41477,22.786,556,630.538,37303,101.688,3618
"wcpfc",162.5,-22.5,2010,1581.751,776.586,45857,12.437,315,689.209,43017,74.94,2525
"wcpfc",162.5,-22.5,2011,1455.834,643.988,35222,18.402,481,539.695,31867,85.891,2874
"wcpfc",162.5,-22.5,2012,1387.569,580.445,30467,10.33,281,467.791,26082,102.324,4104
"wcpfc",162.5,-22.5,2014,1625.372,1026.61,52713,17.843,540,819.075,45032,189.692,7141
"wcpfc",162.5,-22.5,2015,1840.638,898.032,47569,19.372,616,667.672,38903,210.988,8050
"wcpfc",162.5,-22.5,2016,2121.889,926.957,48029,31.02,789,755.904,43087,140.033,4153
"wcpfc",162.5,-22.5,2017,1977.851,893.681,46234,13.542,306,734.788,41619,145.351,4309
"wcpfc",162.5,-22.5,2018,1906.14,830.234,43599,10.356,230,755.77,41517,64.108,1852
"wcpfc",162.5,-22.5,2019,1839.139,685.63,31898,6.923,156,508.067,26082,170.64,5660
"wcpfc",162.5,-22.5,2020,2171.647,818.809,41764,12.532,287,651.521,36220,154.756,5257
"wcpfc",162.5,-22.5,2021,2102.301,790.01,41620,19.416,442,619.849,36029,150.745,5149
"wcpfc",162.5,-22.5,2022,2132.802,1029.432,51641,18.969,458,811.917,44309,198.546,6874
"wcpfc",162.5,-22.5,2023,2480.337,996.198,51067,12.68,295,809.656,44319,173.862,6453
"wcpfc",162.5,-22.5,2024,1596.754,835.783,43142,6.673,177,664.741,36900,164.369,6065
"wcpfc",167.5,-22.5,1998,2164.127,652.798,33039,112.392,3203,348.722,22438,191.684,7398
"wcpfc",167.5,-22.5,1999,2535.09,584.858,27395,81.793,2174,324.952,20196,178.113,5025
"wcpfc",167.5,-22.5,2000,2198.799,471.552,22562,72.699,2454,245.356,14561,153.497,5547
"wcpfc",167.5,-22.5,2003,1449.399,370.97,24348,15.578,467,320.704,22461,34.688,1420
"wcpfc",167.5,-22.5,2003,1284.578,332.32,15424,63,1949,120.316,6746,149.004,6729
"wcpfc",167.5,-22.5,2004,1489.419,461.883,24326,31.745,922,277.603,16334,152.535,7070
"wcpfc",167.5,-22.5,2005,2058.202,981.416,48965,42.292,1284,631.455,36972,307.669,10709
"wcpfc",167.5,-22.5,2006,1293.004,482.981,24157,14.637,502,279.926,16637,188.418,7018
"wcpfc",167.5,-22.5,2010,1584.32,774.678,42271,23.114,721,489.877,32325,261.687,9225
"wcpfc",167.5,-22.5,2012,1556.552,273.575,15004,11.051,413,212.83,12585,49.694,2006
"wcpfc",172.5,-22.5,1973,1307.866,252.81,14584,23.953,533,165.692,11795,63.165,2256
"wcpfc",172.5,-22.5,1996,1332.63,549.953,36369,17.38,677,468.562,32578,64.011,3114
"wcpfc",172.5,-22.5,2001,1668.798,728.82,42322,14.964,540,620.297,38446,93.559,3336
"wcpfc",172.5,-22.5,2001,2321.01,726.892,41129,24.43,821,614.725,37066,87.737,3242
"wcpfc",172.5,-22.5,2002,1592.809,714.527,46229,15.823,739,614.539,42472,84.165,3018
"wcpfc",172.5,-22.5,2003,2074.686,682.703,42772,45.579,1357,532.592,37114,104.532,4301
"wcpfc",172.5,-22.5,2003,2055.241,692.436,38640,14.619,687,594.146,34579,83.671,3374
"wcpfc",172.5,-22.5,2004,2351.786,836.686,51546,16.19,793,718.458,46106,102.038,4647
"wcpfc",172.5,-22.5,2005,1690.264,624.388,38950,8.829,344,555.465,35888,60.094,2718
"wcpfc",172.5,-22.5,2006,1594.933,606.687,39803,9.262,580,547.797,37033,49.628,2190
"wcpfc",172.5,-22.5,2007,1390.856,428.333,29143,6.505,331,386.881,26819,34.947,1993
"wcpfc",172.5,-22.5,2008,1402.092,519.257,31441,10.902,438,428.186,27677,80.169,3326
"wcpfc",172.5,-22.5,2009,1396.765,558.178,36533,6.118,231,499.931,34214,52.129,2088
"wcpfc",172.5,-22.5,2010,2418.896,754.479,48309,13.461,575,654.282,44082,86.736,3652
"wcpfc",172.5,-22.5,2011,2145.9,376.87,22945,12.41,778,347.814,21174,16.646,993
"wcpfc",172.5,-22.5,2011,1695.623,449.163,28304,15.651,801,356.22,24042,77.292,3461
"wcpfc",172.5,-22.5,2012,2951.111,552.71,41473,18.179,653,483.97,38847,50.561,1973
"wcpfc",172.5,-22.5,2012,1747.807,533.92,35046,10.167,479,460.075,31634,63.678,2933
"wcpfc",172.5,-22.5,2013,1996.828,405.637,26662,15.116,488,380.876,25791,9.645,383
"wcpfc",172.5,-22.5,2014,1362,319.611,21429,7.479,224,294.056,20540,18.076,665
"wcpfc",172.5,-22.5,2014,1940.913,750.344,50083,27.684,1523,580.976,41068,141.684,7492
"wcpfc",172.5,-22.5,2014,1430.248,377.547,27371,3.648,145,310.661,23850,63.238,3376
"wcpfc",172.5,-22.5,2015,1681.846,538.713,33692,12.469,633,418.84,27463,107.404,5596
"wcpfc",172.5,-22.5,2016,2250.661,828.902,49533,25,1147,696.815,42437,107.087,5949
"wcpfc",172.5,-22.5,2017,2031.227,709.16,45559,4.96,198,677.33,44356,26.87,1005
"wcpfc",172.5,-22.5,2017,2199.189,949.47,52472,29.872,1223,714.516,43460,205.082,7789
"wcpfc",172.5,-22.5,2018,2570.696,883.107,51349,17.53,893,755.953,45575,109.624,4881
"wcpfc",172.5,-22.5,2019,1308.061,360.381,21546,5.785,296,315.136,19575,39.46,1675
"wcpfc",172.5,-22.5,2019,2313.664,666.808,37600,11.051,528,595.145,34456,60.612,2616
"wcpfc",172.5,-22.5,2020,2429.787,723.944,40283,11.838,462,591.078,33568,121.028,6253
"wcpfc",172.5,-22.5,2021,1877.888,581.218,33012,12.483,616,512.037,29802,56.698,2594
"wcpfc",172.5,-22.5,2022,1502.702,619.051,38278,9.005,420,531.595,34344,78.451,3514
"wcpfc",172.5,-22.5,2023,1560.806,479.204,28291,7.16,338,448.793,26690,23.251,1263
"wcpfc",172.5,-22.5,2024,1446.287,552.471,33120,3.919,160,449.159,28146,99.393,4814
"wcpfc",172.5,-22.5,2024,2425.141,1201.648,71770,14.063,735,961.28,60387,226.305,10648
"wcpfc",177.5,-22.5,1955,1597.271,1147.773,61361,125.739,3815,638.064,47004,383.97,10542
"wcpfc",177.5,-22.5,1961,1400.798,1111.114,59614,138.085,3036,625.207,46057,347.822,10521
"wcpfc",177.5,-22.5,1974,5678.648,758.805,44663,83.064,1845,473.971,35613,201.77,7205
"wcpfc",177.5,-22.5,1989,2444.8,1007.164,53031,29.866,1096,892.121,48861,85.177,3074
"wcpfc",177.5,-22.5,1990,3323.5,775.665,40927,24.707,811,629.374,35875,121.584,4241
"wcpfc",177.5,-22.5,1994,1330.6,509.066,30589,4.907,138,483.92,29691,20.239,760
"wcpfc",177.5,-22.5,1995,1821,838.988,51479,6.34,227,746.225,48593,86.423,2659
"wcpfc",177.5,-22.5,1996,1415.18,608.473,37506,8.625,283,562.029,35397,37.819,1826
"wcpfc",177.5,-22.5,1997,1258.473,585.746,29822,37.311,1559,424.023,24046,124.412,4217
"wcpfc",177.5,-22.5,1997,1472.605,577.326,35570,7.161,270,491.063,32909,79.102,2391
"wcpfc",177.5,-22.5,1998,1815.928,1058.734,59297,87.899,3425,848.196,51557,122.639,4315
"wcpfc",177.5,-22.5,1999,2159.667,841.344,44592,69.221,2880,677.616,38617,94.507,3095
"wcpfc",177.5,-22.5,2000,1883.676,761.483,42281,33.515,1543,614.546,35602,113.422,5136
"wcpfc",177.5,-22.5,2001,6432.106,3072.26,171310,101.02,4162,2598.785,154128,372.455,13020
"wcpfc",177.5,-22.5,2001,1724.011,856.509,48197,31.673,1017,708.517,43508,116.319,3672
"wcpfc",177.5,-22.5,2002,3849.04,1374.78,80313,62.481,3121,1149.826,70983,162.473,6209
"wcpfc",177.5,-22.5,2003,3952.189,1113.961,68692,86.706,2670,831.148,57952,196.107,8070
"wcpfc",177.5,-22.5,2003,4992.612,1399.099,76142,50.477,2607,1138.002,65067,210.62,8468
"wcpfc",177.5,-22.5,2004,4306.205,1545.122,96775,44.276,2304,1332.492,86419,168.354,8052
"wcpfc",177.5,-22.5,2005,3560.686,1308.183,77334,25.852,1049,1171.821,71932,110.51,4353
"wcpfc",177.5,-22.5,2006,2495.509,1098.534,71484,20.111,1063,983.642,66584,94.781,3837
"wcpfc",177.5,-22.5,2007,2519.762,800.381,49030,37.59,1964,685.437,42720,77.354,4346
"wcpfc",177.5,-22.5,2008,3016.937,1049.361,62937,47.645,2353,895.78,56060,105.936,4524
"wcpfc",177.5,-22.5,2009,3095.778,1147.82,71952,37.232,1879,1043.738,67593,66.85,2480
"wcpfc",177.5,-22.5,2010,4583.389,1445.542,92978,39.024,2001,1309.181,86683,97.337,4294
"wcpfc",177.5,-22.5,2011,1387.8,228.974,16541,13.734,645,196.147,15063,19.093,833
"wcpfc",177.5,-22.5,2011,4037.821,966.082,56535,43.154,2504,779.175,48032,143.753,5999
"wcpfc",177.5,-22.5,2012,3639.616,842.02,51410,53.354,2538,662.76,43722,125.906,5150
"wcpfc",177.5,-22.5,2013,3055.272,754.856,46538,38.014,1693,654.623,42071,62.219,2774
"wcpfc",177.5,-22.5,2014,3044.416,910.032,55564,57.622,2995,661.372,43033,191.038,9536
"wcpfc",177.5,-22.5,2015,4085.962,1161.981,70210,32.783,1749,934.785,58910,194.413,9551
"wcpfc",177.5,-22.5,2016,4829.978,1338.97,75290,63.981,3023,971.25,57764,303.739,14503
"wcpfc",177.5,-22.5,2017,5394.104,1977.38,109100,96.93,4422,1484.027,87932,396.423,16746
"wcpfc",177.5,-22.5,2018,5304.799,1457.58,79815,49.227,2333,1234.453,70756,173.9,6726
"wcpfc",177.5,-22.5,2019,4249.442,1005.451,53660,41.399,2333,788.247,44132,175.805,7195
"wcpfc",177.5,-22.5,2020,4770.39,1330.553,75258,46.239,2408,846.531,46990,437.783,25860
"wcpfc",177.5,-22.5,2021,4439.88,1151.524,64091,34.629,1598,947.697,54416,169.198,8077
"wcpfc",177.5,-22.5,2022,4671.978,1818.764,105822,38.693,1855,1542.207,93723,237.864,10244
"wcpfc",177.5,-22.5,2023,4012.524,994.912,58171,31.852,1616,892.486,53331,70.574,3224
"wcpfc",177.5,-22.5,2024,5466.986,2432.078,141999,58.337,3158,1807.397,111189,566.344,27652
"iccat",-39.5,-19.5,1959,6934,0,249,0,2,0,219,0,28
"iccat",-39.5,-19.5,1964,609204,0,20456,0,1206,0,14726,0,4524
"iccat",-39.5,-19.5,1965,158062,0,2423,0,159,0,1979,0,285
"iccat",-39.5,-19.5,1966,103870,0,1649,0,44,0,1520,0,85
"iccat",-39.5,-19.5,1967,23142,0,329,0,2,0,261,0,66
"iccat",-39.5,-19.5,1968,521606,0,19215,0,1184,0,16668,0,1363
"iccat",-39.5,-19.5,1969,259195,41.2,6907,28.4,742,8.4,5574,4.4,591
"iccat",-39.5,-19.5,1970,647765,15,11841,0.4,177,13.9,9858,0.7,1806
"iccat",-39.5,-19.5,1971,5022,0,111,0,4,0,106,0,1
"iccat",-39.5,-19.5,1974,215895,101.2,0,1.8,0,1.1,0,98.3,0
"iccat",-39.5,-19.5,1975,211835,245.2,0,2.7,0,4.6,0,237.9,0
"iccat",-39.5,-19.5,1976,395214,236.3,136,2.2,17,11.8,119,222.3,0
"iccat",-39.5,-19.5,1977,442015,227.2,0,8.2,0,26.9,0,192.1,0
"iccat",-39.5,-19.5,1978,666450,171.2,0,3.7,0,14.4,0,153.1,0
"iccat",-39.5,-19.5,1979,284165,91.9,0,1.7,0,5.1,0,85.1,0
"iccat",-39.5,-19.5,1980,237130,92.5,31,1,0,2.6,29,88.9,2
"iccat",-39.5,-19.5,1981,347560,108.1,0,2.9,0,1.9,0,103.3,0
"iccat",-39.5,-19.5,1982,396360,72.8,0,3.4,0,4.4,0,65,0
"iccat",-39.5,-19.5,1983,287600,34.6,0,3.3,0,3.4,0,27.9,0
"iccat",-39.5,-19.5,1984,303140,28.8,0,5.7,0,2.7,0,20.4,0
"iccat",-39.5,-19.5,1985,22401,2.6,10,0.7,9,0.4,0,1.5,1
