"rfmo","flag","lon","lat","year","effort_t_hooks","catch_tot_mt","catch_tot_n","catch_bet_mt","catch_bet_n","catch_alb_mt","catch_alb_n","catch_yft_mt","catch_yft_n"
"iccat","TAI",-14.5,-4.5,2012,6511189,1820.914,0,1719.921,0,42.389,0,58.604,0
"iccat","BRA",-14.5,-4.5,2013,1200,0.011,0,0.004,0,0.002,0,0.005,0
"iccat","CHN",-14.5,-4.5,2013,285500,87.686,0,78.61,0,4.045,0,5.031,0
"iccat","JPN",-14.5,-4.5,2013,306717,0,3280,0,1759,0,1378,0,143
"iccat","KOR",-14.5,-4.5,2013,55346,30.50065,0,23.92888,0,1.115,0,5.45677,0
"iccat","PHL",-14.5,-4.5,2013,642174,294.899,0,280.467,0,0,0,14.432,0
"iccat","TAI",-14.5,-4.5,2013,4990076,1785.951,0,1653.667,0,37.918,0,94.366,0
"iccat","CHN",-14.5,-4.5,2014,411900,139.301,0,127.398,0,7.297,0,4.606,0
"iccat","JPN",-14.5,-4.5,2014,811860,0,5705,0,5341,0,195,0,169
"iccat","KOR",-14.5,-4.5,2014,12180,13.01319,0,12.76109,0,0.173,0,0.0791,0
"iccat","PHL",-14.5,-4.5,2014,0,287.9349,0,273.3899,0,4.352,0,10.193,0
"iccat","TAI",-14.5,-4.5,2014,4967921,2102.471,0,2034.334,0,11.808,0,56.329,0
"iccat","BRA",-14.5,-4.5,2015,1300,0,3,0,3,0,0,0,0
"iccat","CHN",-14.5,-4.5,2015,332150,62.51,0,58.191,0,1.753,0,2.566,0
"iccat","JPN",-14.5,-4.5,2015,124935,0,844,0,593,0,6,0,245
"iccat","TAI",-14.5,-4.5,2015,5578361,3055.72,0,2978.894,0,13.451,0,63.375,0
"iccat","BRA",-14.5,-4.5,2016,1390,0,16,0,16,0,0,0,0
"iccat","CHN",-14.5,-4.5,2016,469025,230.683,0,223.574,0,1.848,0,5.261,0
"iccat","JPN",-14.5,-4.5,2016,131680,0,1048,0,1039,0,0,0,9
"iccat","PRT",-14.5,-4.5,2016,0,0.47908,0,0.47908,0,0,0,0,0
"iccat","TAI",-14.5,-4.5,2016,4114640,1587.202,0,1539.705,0,15.446,0,32.051,0
"iccat","BRA",-14.5,-4.5,2017,1295,0,1,0,1,0,0,0,0
"iccat","CHN",-14.5,-4.5,2017,191300,19.945,0,18.399,0,0.639,0,0.907,0
"iccat","JPN",-14.5,-4.5,2017,107040,0,933,0,911,0,0,0,22
"iccat","TAI",-14.5,-4.5,2017,3616559,1502.107,0,1460.868,0,13.159,0,28.08,0
"iccat","VCT",-14.5,-4.5,2017,2500,0.949,0,0.875,0,0,0,0.074,0
"iccat","BRA",-14.5,-4.5,2018,1295,0,4,0,4,0,0,0,0
"iccat","CHN",-14.5,-4.5,2018,1175190,217.627,0,184.858,0,15.138,0,17.631,0
"iccat","JPN",-14.5,-4.5,2018,128630,0,1377,0,1360,0,0,0,17
"iccat","TAI",-14.5,-4.5,2018,3763073,1603.268,0,1547.09,0,14.863,0,41.315,0
"iccat","CHN",-14.5,-4.5,2019,846430,259.189,0,239.835,0,11.78,0,7.574,0
"iccat","JPN",-14.5,-4.5,2019,336540,0,2450,0,2336,0,0,0,114
"iccat","TAI",-14.5,-4.5,2019,7514554,2865.253,0,2723.495,0,51.211,0,90.547,0
"iccat","CHN",-14.5,-4.5,2020,296062,95.288,0,90.664,0,1.299,0,3.325,0
"iccat","JPN",-14.5,-4.5,2020,204286,0,2007,0,1931,0,39,0,37
"iccat","PRT",-14.5,-4.5,2020,0,0.890543514,0,0.702713886,0,0.029150846,0,0.158678782,0
"iccat","TAI",-14.5,-4.5,2020,3389865,1510.014,0,1453.334,0,20.973,0,35.707,0
"iccat","CHN",-14.5,-4.5,2021,575440,329.214,0,317.778,0,3.92,0,7.516,0
"iccat","JPN",-14.5,-4.5,2021,696490,0,9065,0,7926,0,980,0,159
"iccat","NAM",-14.5,-4.5,2021,34535,8.194,0,3.967,0,3.512,0,0.715,0
"iccat","TAI",-14.5,-4.5,2021,1989265,1150.479,0,1099.813,0,22.009,0,28.657,0
"iccat","VCT",-14.5,-4.5,2021,4800,19.5023,0,17.418,0,1.921,0,0.1633,0
"iccat","CHN",-14.5,-4.5,2022,415260,195.131,0,181.276,0,7.747,0,6.108,0
"iccat","JPN",-14.5,-4.5,2022,240730,0,2783,0,2517,0,216,0,50
"iccat","NAM",-14.5,-4.5,2022,30600,9.491,0,8.125,0,1.06,0,0.306,0
"iccat","PRT",-14.5,-4.5,2022,0,1.553,0,0,0,0,0,1.553,0
"iccat","TAI",-14.5,-4.5,2022,1647520,1396.551,0,1297.52,0,74.133,0,24.898,0
"iccat","VCT",-14.5,-4.5,2022,7200,66.52,0,53.936,0,11.196,0,1.388,0
"iccat","CHN",-14.5,-4.5,2023,739670,842.183,0,589.595,0,19.101,0,233.487,0
"iccat","NAM",-14.5,-4.5,2023,4000,0.745,0,0.185,0,0.53,0,0.03,0
"iccat","PRT",-14.5,-4.5,2023,0,8.93296468,0,0,0,0,0,8.93296468,0
"iccat","TAI",-14.5,-4.5,2023,3070218,1793.443,0,1709.219,0,31.503,0,52.721,0
"iccat","CHN",-14.5,-4.5,2024,518145,333.63,0,180.062,0,5.501,0,148.067,0
"iccat","ESP",-14.5,-4.5,2024,181700,19.075,0,10.754,0,4.735,0,3.586,0
"iccat","NAM",-14.5,-4.5,2024,6000,3.478,0,3.066,0,0.231,0,0.181,0
"iccat","PRT",-14.5,-4.5,2024,0,0.595278595,0,0,0,0,0,0.595278595,0
"iccat","TAI",-14.5,-4.5,2024,1742680,1295.254,0,1200.631,0,51.706,0,42.917,0
"iccat","JPN",-9.5,-4.5,1960,128499,0,9335,0,547,0,7686,0,1102
"iccat","JPN",-9.5,-4.5,1961,371046,0,19426,0,1639,0,11625,0,6162
"iccat","JPN",-9.5,-4.5,1962,430839,0,19137,0,1784,0,14097,0,3256
"iccat","JPN",-9.5,-4.5,1963,180888,0,7445,0,2070,0,2838,0,2537
"iccat","JPN",-9.5,-4.5,1964,326196,0,13322,0,2203,0,9894,0,1225
"iccat","JPN",-9.5,-4.5,1965,241902,0,6359,0,1340,0,4272,0,747
"iccat","JPN",-9.5,-4.5,1966,550185,0,9428,0,5550,0,2691,0,1187
"iccat","KOR",-9.5,-4.5,1966,22160,0,438,0,100,0,316,0,22
"iccat","JPN",-9.5,-4.5,1967,283390,0,7471,0,1867,0,4146,0,1458
"iccat","KOR",-9.5,-4.5,1967,46440,0,1987,0,259,0,1390,0,338
"iccat","JPN",-9.5,-4.5,1968,8372,0,75,0,33,0,13,0,29
"iccat","KOR",-9.5,-4.5,1968,2400,0,150,0,9,0,78,0,63
"iccat","TAI",-9.5,-4.5,1968,148444,33.5,1375,17.3,394,14.1,927,2.1,54
"iccat","JPN",-9.5,-4.5,1969,61779,0,983,0,484,0,422,0,77
"iccat","TAI",-9.5,-4.5,1969,335572,86.3,3822,33.3,729,49.4,3018,3.6,75
"iccat","TAI",-9.5,-4.5,1970,42886,10.8,270,5.9,112,1.6,95,3.3,63
"iccat","JPN",-9.5,-4.5,1971,98870,0,1439,0,674,0,332,0,433
"iccat","TAI",-9.5,-4.5,1971,237368,65.5,2133,36.9,713,19.3,1236,9.3,184
"iccat","JPN",-9.5,-4.5,1972,48368,0,453,0,300,0,97,0,56
"iccat","TAI",-9.5,-4.5,1972,455384,77.5,2832,42,956,23.4,1559,12.1,317
"iccat","TAI",-9.5,-4.5,1973,58588,7.1,206,5,133,0.5,33,1.6,40
"iccat","KOR",-9.5,-4.5,1974,173470,78.3,0,39,0,18.1,0,21.2,0
"iccat","TAI",-9.5,-4.5,1974,86032,10.5,457,5.4,148,4.7,299,0.4,10
"iccat","CUB",-9.5,-4.5,1975,64464,0,366,0,308,0,0,0,58
"iccat","JPN",-9.5,-4.5,1975,8316,0,127,0,69,0,54,0,4
"iccat","KOR",-9.5,-4.5,1975,54400,33,0,22.5,0,3.6,0,6.9,0
"iccat","MIX-KR+PA",-9.5,-4.5,1975,438980,144.3,0,75.7,0,21.7,0,46.9,0
"iccat","TAI",-9.5,-4.5,1975,70732,16.9,103,11.5,96,3.1,7,2.3,0
"iccat","CUB",-9.5,-4.5,1976,42265,0,529,0,17,0,65,0,447
"iccat","KOR",-9.5,-4.5,1976,401453,181.4,0,72,0,46.1,0,63.3,0
"iccat","CUB",-9.5,-4.5,1977,181234,0,2472,0,197,0,24,0,2251
"iccat","KOR",-9.5,-4.5,1977,127602,67.4,0,29.8,0,8.9,0,28.7,0
"iccat","TAI",-9.5,-4.5,1977,337630,66.2,4268,4.4,119,60.9,4124,0.9,25
"iccat","CUB",-9.5,-4.5,1978,106624,0,1066,0,292,0,2,0,772
"iccat","KOR",-9.5,-4.5,1978,22680,19.9,0,19.3,0,0.5,0,0.1,0
"iccat","TAI",-9.5,-4.5,1978,238094,50.9,3694,0,0,50.9,3694,0,0
"iccat","CUB",-9.5,-4.5,1979,13410,0,222,0,44,0,4,0,174
"iccat","KOR",-9.5,-4.5,1979,46191,23.2,0,20.6,0,2,0,0.6,0
"iccat","JPN",-9.5,-4.5,1981,318475,0,6032,0,5421,0,295,0,316
"iccat","KOR",-9.5,-4.5,1981,320274,169.1,0,161.9,0,2.7,0,4.5,0
"iccat","JPN",-9.5,-4.5,1982,3690168,0,58753,0,52738,0,1567,0,4448
"iccat","KOR",-9.5,-4.5,1982,92012,56.8,0,54.1,0,0.9,0,1.8,0
"iccat","TAI",-9.5,-4.5,1982,69660,22.6,464,21.7,448,0.2,8,0.7,8
"iccat","JPN",-9.5,-4.5,1983,1574166,0,20070,0,18437,0,566,0,1067
"iccat","KOR",-9.5,-4.5,1983,283530,172.4,0,147.7,0,3.9,0,20.8,0
"iccat","TAI",-9.5,-4.5,1983,142420,45.8,797,43.4,730,1.4,54,1,13
"iccat","BRA",-9.5,-4.5,1984,100214,107.5,0,92.1,0,1.7,0,13.7,0
"iccat","JPN",-9.5,-4.5,1984,1694191,0,24500,0,21390,0,896,0,2214
"iccat","KOR",-9.5,-4.5,1984,117152,73.5,0,70.8,0,0.6,0,2.1,0
"iccat","JPN",-9.5,-4.5,1985,3921333,0,74066,0,68195,0,2158,0,3713
"iccat","KOR",-9.5,-4.5,1985,153603,103,0,98.9,0,0.5,0,3.6,0
"iccat","BRA",-9.5,-4.5,1986,10960,6,0,4,0,1.5,0,0.5,0
"iccat","JPN",-9.5,-4.5,1986,3282393,0,54313,0,50792,0,771,0,2750
"iccat","KOR",-9.5,-4.5,1986,48255,21.2,0,17.7,0,0.1,0,3.4,0
"iccat","JPN",-9.5,-4.5,1987,977271,0,17556,0,15869,0,322,0,1365
"iccat","KOR",-9.5,-4.5,1987,6030,2.5,0,2.2,0,0,0,0.3,0
"iccat","JPN",-9.5,-4.5,1988,1790433,0,32753,0,28755,0,461,0,3537
"iccat","KOR",-9.5,-4.5,1988,192897,162.6,0,138.8,0,1.6,0,22.2,0
"iccat","JPN",-9.5,-4.5,1989,2728463,0,35633,0,32658,0,705,0,2270
"iccat","KOR",-9.5,-4.5,1989,244715,128.8,0,119.7,0,0.6,0,8.5,0
"iccat","ESP",-9.5,-4.5,1990,0,12,210,12,210,0,0,0,0
"iccat","JPN",-9.5,-4.5,1990,4559464,0,54711,0,50084,0,723,0,3904
"iccat","KOR",-9.5,-4.5,1990,2440,0.5,0,0.4,0,0,0,0.1,0
"iccat","TAI",-9.5,-4.5,1990,290238,22.5,551,20.4,500,0,0,2.1,51
"iccat","JPN",-9.5,-4.5,1991,4290109,0,48773,0,41774,0,1272,0,5727
"iccat","KOR",-9.5,-4.5,1991,459456,69.2,0,52.5,0,0.3,0,16.4,0
"iccat","TAI",-9.5,-4.5,1991,787064,237.8,6830,203.3,5445,1,40,33.5,1345
"iccat","JPN",-9.5,-4.5,1992,2985567,0,36575,0,34543,0,272,0,1760
"iccat","TAI",-9.5,-4.5,1992,39922,4.8,158,4.3,133,0.5,25,0,0
"iccat","JPN",-9.5,-4.5,1993,4995893,0,56180,0,50792,0,746,0,4642
"iccat","KOR",-9.5,-4.5,1993,20108,1.8,41,1.8,37,0,0,0,4
"iccat","TAI",-9.5,-4.5,1993,1459482,175.8,3819,147.5,2977,13.5,552,14.8,290
"iccat","JPN",-9.5,-4.5,1994,2092226,0,23225,0,21381,0,605,0,1239
"iccat","TAI",-9.5,-4.5,1994,950822,246.3,6234,230.1,5702,3.8,146,12.4,386
"iccat","JPN",-9.5,-4.5,1995,1722330,0,19446,0,16783,0,444,0,2219
"iccat","KOR",-9.5,-4.5,1995,5280,0.564,21,0.5,19,0,0,0.064,2
"iccat","TAI",-9.5,-4.5,1995,3221771,1354.802,0,1171.288,0,20.634,0,162.88,0
"iccat","BRA",-9.5,-4.5,1996,10880,3.758,0,3.519,0,0.025,0,0.214,0
"iccat","JPN",-9.5,-4.5,1996,2939563,0,32241,0,28657,0,708,0,2876
"iccat","KOR",-9.5,-4.5,1996,15116,2.2,0,1.9,0,0.1,0,0.2,0
"iccat","TAI",-9.5,-4.5,1996,2943775,1368.497,0,1166.847,0,23.293,0,178.357,0
"iccat","JPN",-9.5,-4.5,1997,2901229,0,29421,0,27136,0,791,0,1494
"iccat","TAI",-9.5,-4.5,1997,3554982,1439.027,0,1302.643,0,12.678,0,123.706,0
"iccat","JPN",-9.5,-4.5,1998,1412719,0,14032,0,12356,0,450,0,1226
"iccat","PHL",-9.5,-4.5,1998,0,68.3,1479,56.5,1246,0,0,11.8,233
"iccat","TAI",-9.5,-4.5,1998,4474355,1457.485,0,1340.181,0,7.179,0,110.125,0
"iccat","CHN",-9.5,-4.5,1999,658000,310.2,0,236.5,0,0,0,73.7,0
"iccat","JPN",-9.5,-4.5,1999,1167300,0,7918,0,6930,0,196,0,792
"iccat","TAI",-9.5,-4.5,1999,6742044,2074.862,0,1882.473,0,8.039,0,184.35,0
"iccat","BRA",-9.5,-4.5,2000,32100,17.85287,0,17.515,0,0.07797,0,0.2599,0
"iccat","CHN",-9.5,-4.5,2000,254000,116.4,0,104.5,0,2.9,0,9,0
"iccat","JPN",-9.5,-4.5,2000,80468,0,325,0,304,0,6,0,15
"iccat","TAI",-9.5,-4.5,2000,5473405,1560.23,0,1340.547,0,12.682,0,207.001,0
"iccat","CHN",-9.5,-4.5,2001,168000,46.7,0,43,0,0,0,3.7,0
"iccat","JPN",-9.5,-4.5,2001,799378,0,5463,0,4783,0,275,0,405
"iccat","TAI",-9.5,-4.5,2001,8313735,2295.062,0,2127.893,0,49.092,0,118.077,0
"iccat","JPN",-9.5,-4.5,2002,483371,0,3706,0,3356,0,205,0,145
"iccat","TAI",-9.5,-4.5,2002,7762838,2945.312,0,2719.381,0,27.464,0,198.467,0
"iccat","CHN",-9.5,-4.5,2003,325800,90.51123,0,81.30237,0,2.6752,0,6.53366,0
"iccat","JPN",-9.5,-4.5,2003,849989,0,7680,0,7295,0,116,0,269
"iccat","PHL",-9.5,-4.5,2003,124500,59.956,0,54.586,0,0,0,5.37,0
"iccat","TAI",-9.5,-4.5,2003,4674352,1585.735,0,1373.19,0,8.868,0,203.677,0
"iccat","BRA",-9.5,-4.5,2004,4070,0.48,0,0,0,0.12,0,0.36,0
"iccat","CHN",-9.5,-4.5,2004,278800,115.528,0,88.028,0,7.02,0,20.48,0
"iccat","JPN",-9.5,-4.5,2004,562161,0,3714,0,3234,0,204,0,276
"iccat","PHL",-9.5,-4.5,2004,137400,121.5,0,111,0,0,0,10.5,0
"iccat","TAI",-9.5,-4.5,2004,5488470,1608.381,0,1285.161,0,102.698,0,220.522,0
"iccat","BRA",-9.5,-4.5,2005,2371,0.171,0,0.156,0,0,0,0.015,0
"iccat","CHN",-9.5,-4.5,2005,4600795,1108.87315,0,874.52105,0,53.0281,0,181.324,0
"iccat","JPN",-9.5,-4.5,2005,154919,0,833,0,810,0,0,0,23
"iccat","KOR",-9.5,-4.5,2005,62220,19.20418,0,18.52409,0,0.349,0,0.33109,0
"iccat","PHL",-9.5,-4.5,2005,157600,169.947,0,139.5,0,10.92,0,19.527,0
"iccat","TAI",-9.5,-4.5,2005,4326311,1319.844,0,997.17,0,142.84,0,179.834,0
"iccat","CHN",-9.5,-4.5,2006,2978074,652.14265,0,572.318,0,18.92465,0,60.9,0
"iccat","JPN",-9.5,-4.5,2006,472012,0,3023,0,2837,0,50,0,136
"iccat","KOR",-9.5,-4.5,2006,39525,8.85324,0,7.98571,0,0.437,0,0.43053,0
"iccat","PHL",-9.5,-4.5,2006,168516,52,0,45,0,0,0,7,0
"iccat","TAI",-9.5,-4.5,2006,482746,187.514,0,155.372,0,4.243,0,27.899,0
"iccat","CHN",-9.5,-4.5,2007,347200,89.397,0,81.221,0,0.843,0,7.333,0
"iccat","JPN",-9.5,-4.5,2007,619403,0,4037,0,3822,0,46,0,169
"iccat","KOR",-9.5,-4.5,2007,109600,33.099,0,31.028,0,0,0,2.071,0
"iccat","PHL",-9.5,-4.5,2007,421394,163.297,0,155.812,0,0.096,0,7.389,0
"iccat","TAI",-9.5,-4.5,2007,1340177,578.319,0,557.126,0,2.246,0,18.947,0
"iccat","BRA",-9.5,-4.5,2008,1265,0.275,0,0.275,0,0,0,0,0
"iccat","CHN",-9.5,-4.5,2008,353200,54.466,1064,50.1494,942,0,0,4.3166,122
"iccat","JPN",-9.5,-4.5,2008,532398,0,4521,0,4340,0,18,0,163
"iccat","KOR",-9.5,-4.5,2008,61698,16.243,0,15.126,0,0.163,0,0.954,0
"iccat","PHL",-9.5,-4.5,2008,654577,361.204,0,343.011,0,0,0,18.193,0
"iccat","SEN",-9.5,-4.5,2008,0,1.305,0,0,0,0,0,1.305,0
"iccat","TAI",-9.5,-4.5,2008,1674342,711.186,0,672.614,0,3.204,0,35.368,0
"iccat","CHN",-9.5,-4.5,2009,324400,109.487,0,102.459,0,3.098,0,3.93,0
"iccat","JPN",-9.5,-4.5,2009,569967,0,3499,0,3318,0,24,0,157
"iccat","KOR",-9.5,-4.5,2009,86810,31.462,0,29.229,0,0.939,0,1.294,0
"iccat","PHL",-9.5,-4.5,2009,256198,145.166,0,130.894,0,10.738,0,3.534,0
"iccat","TAI",-9.5,-4.5,2009,1741980,650.119,0,603.152,0,4.135,0,42.832,0
"iccat","JPN",-9.5,-4.5,2010,621097,0,3220,0,3052,0,19,0,149
"iccat","PHL",-9.5,-4.5,2010,63206,36.1411,0,32.6331,0,0,0,3.508,0
"iccat","TAI",-9.5,-4.5,2010,2109578,673.602,0,654.784,0,5.279,0,13.539,0
"iccat","BLZ",-9.5,-4.5,2011,2720,25.153,0,24.967,0,0,0,0.186,0
"iccat","JPN",-9.5,-4.5,2011,882195,0,3514,0,3341,0,3,0,170
"iccat","KOR",-9.5,-4.5,2011,168442,61.85846,0,58.52496,0,0,0,3.3335,0
"iccat","PHL",-9.5,-4.5,2011,69132,20.6151,0,17.8451,0,0,0,2.77,0
"iccat","TAI",-9.5,-4.5,2011,3064437,813.389,0,758.279,0,19.342,0,35.768,0
"iccat","JPN",-9.5,-4.5,2012,401160,0,3417,0,2159,0,1189,0,69
"iccat","KOR",-9.5,-4.5,2012,18510,4.312,0,2.961,0,0.982,0,0.369,0
"iccat","TAI",-9.5,-4.5,2012,1356342,422.331,0,399.954,0,2.412,0,19.965,0
"iccat","CHN",-9.5,-4.5,2013,67600,14.805,0,13.643,0,0.673,0,0.489,0
"iccat","JPN",-9.5,-4.5,2013,516856,0,5313,0,2521,0,2704,0,88
"iccat","KOR",-9.5,-4.5,2013,45024,17.82733,0,12.98822,0,1.735,0,3.10411,0
"iccat","TAI",-9.5,-4.5,2013,2968966,1043.91,0,963.74,0,11.326,0,68.844,0
"iccat","VCT",-9.5,-4.5,2013,2000,0.139,0,0,0,0.139,0,0,0
"iccat","CHN",-9.5,-4.5,2014,75000,18.111,0,16.275,0,0.818,0,1.018,0
"iccat","JPN",-9.5,-4.5,2014,381180,0,2490,0,2373,0,29,0,88
"iccat","KOR",-9.5,-4.5,2014,10879,4.29174,0,3.12106,0,0,0,1.17068,0
"iccat","PHL",-9.5,-4.5,2014,0,72.9941,0,67.0311,0,1.169,0,4.794,0
"iccat","TAI",-9.5,-4.5,2014,1078094,413.301,0,407.092,0,0.094,0,6.115,0
"iccat","CHN",-9.5,-4.5,2015,419400,128.345,0,122.866,0,3.436,0,2.043,0
"iccat","JPN",-9.5,-4.5,2015,273051,0,1832,0,1823,0,0,0,9
"iccat","TAI",-9.5,-4.5,2015,625785,277.286,0,274.225,0,0.89,0,2.171,0
"iccat","CHN",-9.5,-4.5,2016,102962,30.059,0,29.349,0,0,0,0.71,0
"iccat","JPN",-9.5,-4.5,2016,260265,0,1877,0,1816,0,8,0,53
"iccat","TAI",-9.5,-4.5,2016,1024140,363.728,0,355.89,0,1.702,0,6.136,0
"iccat","VCT",-9.5,-4.5,2016,2000,2.229,0,2.103,0,0.076,0,0.05,0
"iccat","CHN",-9.5,-4.5,2017,495900,119.089,0,115.646,0,2.34,0,1.103,0
"iccat","JPN",-9.5,-4.5,2017,644690,0,5083,0,4931,0,9,0,143
"iccat","TAI",-9.5,-4.5,2017,1882257,903.44,0,886.249,0,3.067,0,14.124,0
"iccat","VCT",-9.5,-4.5,2017,2400,4.973,0,2.274,0,0,0,2.699,0
"iccat","CHN",-9.5,-4.5,2018,710300,111.028,0,99.113,0,3.278,0,8.637,0
"iccat","JPN",-9.5,-4.5,2018,256960,0,1627,0,1581,0,3,0,43
"iccat","TAI",-9.5,-4.5,2018,745440,249.878,0,243.394,0,2.606,0,3.878,0
"iccat","CHN",-9.5,-4.5,2019,568319,197.71,0,183.312,0,7.232,0,7.166,0
"iccat","JPN",-9.5,-4.5,2019,467200,0,4195,0,4085,0,6,0,104
"iccat","TAI",-9.5,-4.5,2019,1717512,663.18,0,650.478,0,3.631,0,9.071,0
"iccat","CHN",-9.5,-4.5,2020,13133,5.83,0,5.616,0,0.054,0,0.16,0
"iccat","JPN",-9.5,-4.5,2020,61600,0,521,0,504,0,0,0,17
"iccat","TAI",-9.5,-4.5,2020,1481065,511.899,0,479.115,0,13.001,0,19.783,0
"iccat","JPN",-9.5,-4.5,2021,92342,0,1455,0,1446,0,2,0,7
"iccat","NAM",-9.5,-4.5,2021,3740,0.631,0,0.188,0,0.396,0,0.047,0
"iccat","PRT",-9.5,-4.5,2021,0,0.106336228,0,0.106336228,0,0,0,0,0
"iccat","TAI",-9.5,-4.5,2021,931843,420.66,0,390.716,0,15.666,0,14.278,0
"iccat","CHN",-9.5,-4.5,2022,141920,61.235,0,60.712,0,0.309,0,0.214,0
"iccat","JPN",-9.5,-4.5,2022,696565,0,10710,0,10464,0,94,0,152
"iccat","TAI",-9.5,-4.5,2022,866620,514.402,0,500.913,0,3.13,0,10.359,0
"iccat","VCT",-9.5,-4.5,2022,7200,55.07,0,54.358,0,0.475,0,0.237,0
"iccat","CHN",-9.5,-4.5,2023,325120,349.939,0,242.422,0,5.204,0,102.313,0
"iccat","JPN",-9.5,-4.5,2023,343930,0,4335,0,4057,0,55,0,223
"iccat","NAM",-9.5,-4.5,2023,98164,57.866,0,54.571,0,1.482,0,1.813,0
"iccat","PRT",-9.5,-4.5,2023,0,0.095624365,0,0.095624365,0,0,0,0,0
"iccat","TAI",-9.5,-4.5,2023,1199723,726.736,0,698.802,0,8.136,0,19.798,0
"iccat","CHN",-9.5,-4.5,2024,1327035,784.791,0,379.085,0,12.553,0,393.153,0
"iccat","ESP",-9.5,-4.5,2024,14838,0.545,0,0,0,0,0,0.545,0
"iccat","JPN",-9.5,-4.5,2024,207270,0,2783,0,2611,0,135,0,37
"iccat","PRT",-9.5,-4.5,2024,0,0.070914061,0,0,0,0,0,0.070914061,0
"iccat","TAI",-9.5,-4.5,2024,649410,483.704,0,466.951,0,10.306,0,6.447,0
"iccat","JPN",-4.5,-4.5,1960,230678,0,22405,0,1586,0,14507,0,6312
"iccat","JPN",-4.5,-4.5,1961,539775,0,29747,0,5610,0,11538,0,12599
"iccat","JPN",-4.5,-4.5,1962,320749,0,13591,0,4090,0,1920,0,7581
"iccat","JPN",-4.5,-4.5,1963,279072,0,10647,0,1559,0,7728,0,1360
"iccat","JPN",-4.5,-4.5,1964,249481,0,8137,0,2347,0,5372,0,418
"iccat","JPN",-4.5,-4.5,1965,306968,0,7341,0,3348,0,2464,0,1529
"iccat","JPN",-4.5,-4.5,1966,202289,0,4182,0,2233,0,561,0,1388
"iccat","KOR",-4.5,-4.5,1966,20560,0,556,0,141,0,408,0,7
"iccat","JPN",-4.5,-4.5,1967,436318,0,14875,0,8457,0,2592,0,3826
"iccat","JPN",-4.5,-4.5,1968,52196,0,1882,0,263,0,5,0,1614
"iccat","TAI",-4.5,-4.5,1968,977002,272,10094,94.6,2154,82.5,5457,94.9,2483
"iccat","JPN",-4.5,-4.5,1969,11035,0,261,0,35,0,2,0,224
"iccat","TAI",-4.5,-4.5,1969,318526,124.6,3460,79.5,1736,19.5,1194,25.6,530
"iccat","JPN",-4.5,-4.5,1970,8343,0,70,0,14,0,0,0,56
"iccat","TAI",-4.5,-4.5,1970,30160,9.5,209,2.7,51,0.7,44,6.1,114
"iccat","JPN",-4.5,-4.5,1971,100040,0,1510,0,1036,0,227,0,247
"iccat","TAI",-4.5,-4.5,1971,124218,32,828,23.3,451,4.6,297,4.1,80
"iccat","JPN",-4.5,-4.5,1972,13948,0,198,0,119,0,52,0,27
"iccat","TAI",-4.5,-4.5,1972,19594,5.3,149,4.6,104,0.7,45,0,0
"iccat","KOR",-4.5,-4.5,1974,86040,33.7,0,15.4,0,5.8,0,12.5,0
"iccat","CUB",-4.5,-4.5,1975,2220,0,21,0,17,0,0,0,4
"iccat","JPN",-4.5,-4.5,1975,55044,0,427,0,388,0,3,0,36
"iccat","KOR",-4.5,-4.5,1975,31000,16.2,0,13.2,0,2.1,0,0.9,0
"iccat","MIX-KR+PA",-4.5,-4.5,1975,166260,125.8,0,81.3,0,20,0,24.5,0
"iccat","CUB",-4.5,-4.5,1976,34025,0,528,0,25,0,0,0,503
"iccat","KOR",-4.5,-4.5,1976,138660,89,0,28.1,0,12.6,0,48.3,0
"iccat","TAI",-4.5,-4.5,1976,208652,26.4,1897,2.2,79,24.1,1814,0.1,4
"iccat","CUB",-4.5,-4.5,1977,198546,0,2154,0,406,0,17,0,1731
"iccat","KOR",-4.5,-4.5,1977,39778,19.8,0,14,0,2.7,0,3.1,0
"iccat","CUB",-4.5,-4.5,1978,105144,0,1431,0,355,0,20,0,1056
"iccat","JPN",-4.5,-4.5,1978,15913,0,380,0,374,0,6,0,0
"iccat","KOR",-4.5,-4.5,1978,2750,0.5,0,0.1,0,0,0,0.4,0
"iccat","CUB",-4.5,-4.5,1979,60960,0,1458,0,871,0,16,0,571
"iccat","JPN",-4.5,-4.5,1979,2472,0,21,0,21,0,0,0,0
"iccat","CUB",-4.5,-4.5,1980,13400,0,230,0,14,0,17,0,199
"iccat","JPN",-4.5,-4.5,1980,132785,0,2790,0,2615,0,132,0,43
"iccat","JPN",-4.5,-4.5,1981,1656923,0,36421,0,34596,0,545,0,1280
"iccat","KOR",-4.5,-4.5,1981,42777,25.4,0,24.5,0,0.2,0,0.7,0
"iccat","TAI",-4.5,-4.5,1981,373168,138.5,2708,133,2612,0.9,33,4.6,63
"iccat","JPN",-4.5,-4.5,1982,4534331,0,69228,0,59798,0,886,0,8544
"iccat","KOR",-4.5,-4.5,1982,4163,0.7,0,0.7,0,0,0,0,0
"iccat","TAI",-4.5,-4.5,1982,27864,7.1,118,6.6,106,0.3,10,0.2,2
"iccat","JPN",-4.5,-4.5,1983,2129122,0,27199,0,24864,0,832,0,1503
"iccat","KOR",-4.5,-4.5,1983,40825,16.7,0,15.6,0,0.8,0,0.3,0
