"rfmo","lon","lat","year","month","effort_t_hooks","catch_tot_mt","catch_tot_n","catch_bet_mt","catch_bet_n","catch_alb_mt","catch_alb_n","catch_yft_mt","catch_yft_n"
"wcpfc",132.5,17.5,2010,5,473.071,41.008,1431,0.341,10,5.79,325,34.877,1096
"wcpfc",132.5,17.5,2010,6,400.166,28.02,1162,0.151,4,2.381,157,25.488,1001
"wcpfc",132.5,17.5,2010,7,190.418,4.471,194,0.102,2,0,0,4.369,192
"wcpfc",132.5,17.5,2010,8,205.123,4.06,135,0.075,2,0.422,19,3.563,114
"wcpfc",132.5,17.5,2010,9,124.708,3.05,102,0.084,4,0.076,3,2.89,95
"wcpfc",132.5,17.5,2011,1,392.546,60.253,2526,1.258,65,9.299,662,49.696,1799
"wcpfc",132.5,17.5,2011,2,282.526,28.882,1024,0.532,18,3.133,190,25.217,816
"wcpfc",132.5,17.5,2011,3,543.025,37.457,1507,1.539,65,5.658,333,30.26,1109
"wcpfc",132.5,17.5,2011,4,365.493,10.276,407,0.492,18,1.717,103,8.067,286
"wcpfc",132.5,17.5,2011,5,1138.118,33.245,1435,1.318,34,3.5,248,28.427,1153
"wcpfc",132.5,17.5,2011,6,564.775,11.053,501,0.571,15,1.003,65,9.479,421
"wcpfc",132.5,17.5,2011,7,542.803,7.9,343,0.281,12,1.302,100,6.317,231
"wcpfc",132.5,17.5,2011,8,360.49,3.217,162,0.187,6,1.023,62,2.007,94
"wcpfc",132.5,17.5,2011,9,227.857,10.087,373,0.74,20,0.977,59,8.37,294
"wcpfc",132.5,17.5,2011,10,457.459,1.861,61,0.065,1,0.13,7,1.666,53
"wcpfc",132.5,17.5,2011,11,243.472,13.525,533,0.438,13,1.799,110,11.288,410
"wcpfc",132.5,17.5,2011,12,518.704,42.217,1846,1.796,88,6.708,464,33.713,1294
"wcpfc",132.5,17.5,2012,1,306.597,16.823,693,1.954,61,5.966,332,8.903,300
"wcpfc",132.5,17.5,2012,2,320.372,10.738,474,1.627,51,3.653,233,5.458,190
"wcpfc",132.5,17.5,2012,3,1215.558,18.279,685,1.37,38,4.569,278,12.34,369
"wcpfc",132.5,17.5,2012,4,975.708,12.198,502,0.515,12,3.724,206,7.959,284
"wcpfc",132.5,17.5,2012,5,215.275,5.938,227,1.577,37,2.2,119,2.161,71
"wcpfc",132.5,17.5,2012,6,277.657,5.093,275,0.472,12,0.756,46,3.865,217
"wcpfc",132.5,17.5,2012,7,175.809,0.401,16,0.086,2,0.156,10,0.159,4
"wcpfc",132.5,17.5,2012,8,165.463,2.933,97,0.379,11,0.42,22,2.134,64
"wcpfc",132.5,17.5,2012,9,223.328,0.599,30,0.065,3,0.296,18,0.238,9
"wcpfc",132.5,17.5,2012,10,130.887,0.993,49,0,0,0.07,6,0.923,43
"wcpfc",132.5,17.5,2012,12,106.452,4.531,303,0.236,11,2.876,238,1.419,54
"wcpfc",132.5,17.5,2013,3,232.738,9.163,472,0.542,16,2.493,169,6.128,287
"wcpfc",132.5,17.5,2013,4,408.086,22.738,1138,1.21,40,11.601,635,9.927,463
"wcpfc",132.5,17.5,2013,5,208.105,8.079,415,0.288,14,2.198,141,5.593,260
"wcpfc",132.5,17.5,2013,7,254.248,6.281,342,0.317,10,1.585,104,4.379,228
"wcpfc",132.5,17.5,2013,9,126.648,1.325,86,0.418,18,0.734,63,0.173,5
"wcpfc",132.5,17.5,2013,12,132.325,15.928,982,0.78,74,8.482,456,6.666,452
"wcpfc",132.5,17.5,2014,2,192.308,3.826,264,1.045,48,1.046,90,1.735,126
"wcpfc",132.5,17.5,2014,3,749.429,31.023,1589,1.736,85,13.24,741,16.047,763
"wcpfc",132.5,17.5,2014,4,997.063,25.606,1418,2.348,114,13.265,777,9.993,527
"wcpfc",132.5,17.5,2014,5,643.978,28.129,1330,4.302,120,5.929,314,17.898,896
"wcpfc",132.5,17.5,2014,6,468.369,12.709,689,2.253,68,2.917,206,7.539,415
"wcpfc",132.5,17.5,2014,10,123.194,5.291,265,1.189,42,3.163,180,0.939,43
"wcpfc",132.5,17.5,2014,11,229.291,19.738,1145,8.388,406,7.322,408,4.028,331
"wcpfc",132.5,17.5,2015,1,205.065,18.703,788,2.818,115,4.532,278,11.353,395
"wcpfc",132.5,17.5,2015,3,306.712,15.607,1216,0.186,10,9.834,575,5.587,631
"wcpfc",132.5,17.5,2015,4,653.901,10.595,487,1.645,79,2.328,136,6.622,272
"wcpfc",132.5,17.5,2015,5,1361.734,45.779,2167,8.513,273,10.57,649,26.696,1245
"wcpfc",132.5,17.5,2015,6,784.268,16.633,846,1.462,67,3.166,212,12.005,567
"wcpfc",132.5,17.5,2015,7,304.07,8.874,412,0.747,33,3.772,216,4.355,163
"wcpfc",132.5,17.5,2015,8,358.287,8.848,435,3.603,141,3.39,195,1.855,99
"wcpfc",132.5,17.5,2015,10,603.868,53.778,2818,7.877,279,30.957,1814,14.944,725
"wcpfc",132.5,17.5,2015,11,162.454,13.454,721,1.736,65,9.567,569,2.151,87
"wcpfc",132.5,17.5,2015,12,219.734,15.168,764,0.517,20,10.043,520,4.608,224
"wcpfc",132.5,17.5,2016,1,243.108,21.449,1302,1.04,48,7.64,693,12.769,561
"wcpfc",132.5,17.5,2016,2,250.582,15.391,924,2.122,110,8.916,508,4.353,306
"wcpfc",132.5,17.5,2016,3,159.645,5.338,289,0.786,30,0.553,37,3.999,222
"wcpfc",132.5,17.5,2016,4,631.046,21.481,1090,2.769,87,4.309,256,14.403,747
"wcpfc",132.5,17.5,2016,5,403.529,10.589,582,0.748,17,1.1,62,8.741,503
"wcpfc",132.5,17.5,2016,9,131.774,2.85,122,0,0,0,0,2.85,122
"wcpfc",132.5,17.5,2016,12,452.067,75.337,4000,5.297,253,55.192,3069,14.848,678
"wcpfc",132.5,17.5,2017,1,250.041,39.037,2133,3.297,130,21.211,1245,14.529,758
"wcpfc",132.5,17.5,2017,2,148.036,29.356,1455,2.965,100,20.071,1039,6.32,316
"wcpfc",132.5,17.5,2017,3,261.723,22.314,1081,2.646,93,8.482,442,11.186,546
"wcpfc",132.5,17.5,2017,4,218.191,14.67,618,0.564,12,1.652,87,12.454,519
"wcpfc",132.5,17.5,2017,5,453.684,23.593,1257,1.186,99,8.519,460,13.888,698
"wcpfc",132.5,17.5,2017,6,127.788,3.042,163,0.106,5,0.396,22,2.54,136
"wcpfc",132.5,17.5,2017,12,183.907,27.308,1372,4.012,137,15.169,921,8.127,314
"wcpfc",132.5,17.5,2018,1,386.325,124.185,5713,6.426,196,80.352,4155,37.407,1362
"wcpfc",132.5,17.5,2018,2,142.137,28.264,1356,3.235,96,14.052,780,10.977,480
"wcpfc",132.5,17.5,2018,3,390.623,28.352,1062,0.773,19,5.85,259,21.729,784
"wcpfc",132.5,17.5,2018,4,759.428,26.788,1117,0.68,24,10.699,491,15.409,602
"wcpfc",132.5,17.5,2018,5,318.433,19.173,743,0.267,7,3.952,186,14.954,550
"wcpfc",132.5,17.5,2018,11,111.364,14.052,668,2.365,86,9.656,485,2.031,97
"wcpfc",132.5,17.5,2018,12,664.604,175.729,7692,9.618,341,117.309,5926,48.802,1425
"wcpfc",132.5,17.5,2019,1,358.674,65.968,3315,3.159,165,27.588,1633,35.221,1517
"wcpfc",132.5,17.5,2019,2,308.627,55.74,2785,1.314,39,28.5,1527,25.926,1219
"wcpfc",132.5,17.5,2019,3,418.096,52.94,2873,1.862,118,34.975,1784,16.103,971
"wcpfc",132.5,17.5,2019,4,609.216,54.506,2749,1.777,99,27.729,1386,25,1264
"wcpfc",132.5,17.5,2019,5,167.279,10.249,488,0.607,20,2.843,149,6.799,319
"wcpfc",132.5,17.5,2019,11,257.238,29.516,1735,3.072,122,19.315,1244,7.129,369
"wcpfc",132.5,17.5,2019,12,818.681,93.574,5383,12.095,488,49.837,3522,31.642,1373
"wcpfc",132.5,17.5,2020,1,782.862,80.309,4601,20.727,949,41.335,2794,18.247,858
"wcpfc",132.5,17.5,2020,2,122.28,10.198,587,1.22,75,5.063,283,3.915,229
"wcpfc",132.5,17.5,2020,3,257.378,16.309,803,0.924,59,9.425,477,5.96,267
"wcpfc",132.5,17.5,2020,4,459.682,12.671,583,0.516,22,2.938,159,9.217,402
"wcpfc",132.5,17.5,2020,5,127.756,3.784,166,0.283,14,1.382,74,2.119,78
"wcpfc",132.5,17.5,2020,11,187.348,21.427,1376,1.373,52,16.64,1184,3.414,140
"wcpfc",132.5,17.5,2020,12,188.243,54.165,3324,2.821,112,35.3,2601,16.044,611
"wcpfc",132.5,17.5,2021,1,359.191,122.819,6949,5.546,229,73.54,5133,43.733,1587
"wcpfc",132.5,17.5,2021,2,542.44,147.227,7920,5.233,237,100.56,6090,41.434,1593
"wcpfc",132.5,17.5,2021,3,548.978,108.613,6189,5.3,188,86.015,5334,17.298,667
"wcpfc",132.5,17.5,2021,12,127.421,11.478,721,1.068,66,7.556,473,2.854,182
"wcpfc",132.5,17.5,2022,1,141.494,13.039,771,1.194,48,9.204,602,2.641,121
"wcpfc",132.5,17.5,2022,3,163.76,12.685,602,0.315,15,5.355,297,7.015,290
"wcpfc",132.5,17.5,2022,4,308.164,13.28,658,0.335,36,4.32,223,8.625,399
"wcpfc",132.5,17.5,2022,5,146.56,11.153,617,0.23,12,8.791,507,2.132,98
"wcpfc",132.5,17.5,2022,11,339.294,52.816,3138,3.001,143,39.881,2575,9.934,420
"wcpfc",132.5,17.5,2022,12,333.082,90.445,4645,5.256,217,57.09,3294,28.099,1134
"wcpfc",132.5,17.5,2023,1,405.852,141.868,6922,13.576,517,78.683,4584,49.609,1821
"wcpfc",132.5,17.5,2023,2,266.744,51.612,2579,3.597,159,33.384,1898,14.631,522
"wcpfc",132.5,17.5,2023,3,659.408,68.741,3307,2.294,87,47.103,2596,19.344,624
"wcpfc",132.5,17.5,2023,4,422.948,41.15,1994,1.49,62,25.932,1474,13.728,458
"wcpfc",132.5,17.5,2023,12,112.666,14.715,861,2.867,123,7.953,546,3.895,192
"wcpfc",132.5,17.5,2024,1,429.388,185.855,9710,30.235,1088,120.463,6761,35.157,1861
"wcpfc",132.5,17.5,2024,2,720.81,220.364,12062,16.076,667,158.347,8687,45.941,2708
"wcpfc",132.5,17.5,2024,3,466.707,123.215,6205,5.02,215,87.401,4548,30.794,1442
"wcpfc",132.5,17.5,2024,4,548.95,160.545,8333,6.071,234,119.346,6566,35.128,1533
"wcpfc",132.5,17.5,2024,5,409.049,96.134,5198,3.606,158,78.424,4446,14.104,594
"wcpfc",132.5,17.5,2024,6,268.056,64.626,3469,2.95,118,47.102,2737,14.574,614
"wcpfc",132.5,17.5,2024,7,227.092,47.966,2743,2.426,91,42.522,2529,3.018,123
"wcpfc",132.5,17.5,2024,8,144.193,19.724,1067,3.588,114,15.173,915,0.963,38
"wcpfc",132.5,17.5,2024,12,399.993,87.496,4620,9.407,351,60.741,3412,17.348,857
"wcpfc",137.5,17.5,1956,11,170.177,83.996,2725,14.236,601,2.444,140,67.316,1984
"wcpfc",137.5,17.5,1958,12,273.72,198.106,6963,47.059,959,52.409,3002,98.638,3002
"wcpfc",137.5,17.5,1959,11,146.756,88.348,3924,3.797,80,34.095,1953,50.456,1891
"wcpfc",137.5,17.5,1959,12,107.664,56.304,2101,11.01,232,8.659,496,36.635,1373
"wcpfc",137.5,17.5,1960,1,116.215,86.055,3094,7.533,318,8.048,461,70.474,2315
"wcpfc",137.5,17.5,1960,10,114.873,62.883,2197,10.541,445,7.664,439,44.678,1313
"wcpfc",137.5,17.5,1960,11,134.505,57.547,2174,9.925,419,12.744,730,34.878,1025
"wcpfc",137.5,17.5,1961,12,335.382,236.8,8605,9.12,385,56.145,3216,171.535,5004
"wcpfc",137.5,17.5,1962,11,105.077,35.248,1297,7.689,243,5.814,333,21.745,721
"wcpfc",137.5,17.5,1962,12,288.242,99.963,3455,32.146,1016,7.891,452,59.926,1987
"wcpfc",137.5,17.5,1963,12,244.354,126.202,4417,18.67,703,16.585,950,90.947,2764
"wcpfc",137.5,17.5,1964,12,448.305,154.198,6835,22.623,791,66.777,3825,64.798,2219
"wcpfc",137.5,17.5,1965,1,131.6,29.65,1547,11.045,236,14.921,1157,3.684,154
"wcpfc",137.5,17.5,1965,12,257.044,93.905,5051,11.87,376,45.022,3491,37.013,1184
"wcpfc",137.5,17.5,1966,11,190.697,74.169,3960,9.309,301,39.259,2891,25.601,768
"wcpfc",137.5,17.5,1966,12,282.612,59.483,3330,15.742,509,34.574,2546,9.167,275
"wcpfc",137.5,17.5,1967,12,639.612,253.708,12287,63.535,2210,89.129,6699,101.044,3378
"wcpfc",137.5,17.5,1968,11,350.964,99.259,6244,10.34,485,65.402,4966,23.517,793
"wcpfc",137.5,17.5,1968,12,206.026,64.181,4110,6.374,299,44.106,3349,13.701,462
"wcpfc",137.5,17.5,1969,1,161.114,51.538,2712,10.982,243,30.985,2158,9.571,311
"wcpfc",137.5,17.5,1969,3,159.305,56.281,2767,12.518,277,28.745,2002,15.018,488
"wcpfc",137.5,17.5,1969,4,276.555,66.106,3175,13.015,288,31.272,2178,21.819,709
"wcpfc",137.5,17.5,1969,12,295.449,145.068,8251,13.017,401,65.458,4559,66.593,3291
"wcpfc",137.5,17.5,1970,3,224.187,63.979,3630,3.529,75,34.833,2707,25.617,848
"wcpfc",137.5,17.5,1970,4,171.227,45.258,2797,2.224,48,25.71,1998,17.324,751
"wcpfc",137.5,17.5,1970,7,166.717,36.937,1807,5.035,133,10.23,795,21.672,879
"wcpfc",137.5,17.5,1970,11,234.608,108.282,4816,8.941,190,29.982,2330,69.359,2296
"wcpfc",137.5,17.5,1970,12,490.478,174.467,8283,22.069,469,62.074,4824,90.324,2990
"wcpfc",137.5,17.5,1971,1,437.137,164.899,7366,16.389,369,65.295,4496,83.215,2501
"wcpfc",137.5,17.5,1971,2,138.641,39.622,1984,5.196,117,21.45,1477,12.976,390
"wcpfc",137.5,17.5,1971,3,108.125,32.429,1739,1.688,38,20.027,1379,10.714,322
"wcpfc",137.5,17.5,1971,11,638.582,276.983,11831,37.663,848,83.056,5719,156.264,5264
"wcpfc",137.5,17.5,1971,12,199.046,49.453,2503,7.595,171,26.214,1805,15.644,527
"wcpfc",137.5,17.5,1972,3,140.017,42.768,2404,3.395,78,29.629,2022,9.744,304
"wcpfc",137.5,17.5,1972,11,457.913,187.636,9151,14.502,374,93.401,6374,79.733,2403
"wcpfc",137.5,17.5,1972,12,515.233,206.225,10204,18.806,485,106.823,7290,80.596,2429
"wcpfc",137.5,17.5,1973,11,401.061,146.614,6508,12.723,602,47.899,3586,85.992,2320
"wcpfc",137.5,17.5,1974,3,117.651,27.177,1363,5.858,164,9.833,734,11.486,465
"wcpfc",137.5,17.5,1974,11,144.696,84.078,3992,9.811,224,28.99,2164,45.277,1604
"wcpfc",137.5,17.5,1974,12,361.814,161.787,7119,21.373,488,42.239,3153,98.175,3478
"wcpfc",137.5,17.5,1975,10,154.619,72.014,3551,2.692,73,42.366,2721,26.956,757
"wcpfc",137.5,17.5,1975,11,387.436,153.361,6886,16.188,439,71.794,4611,65.379,1836
"wcpfc",137.5,17.5,1976,10,211.758,58.357,2369,3.614,94,15.897,1023,38.846,1252
"wcpfc",137.5,17.5,1976,11,239.16,80.332,3527,10.918,284,31.312,2015,38.102,1228
"wcpfc",137.5,17.5,1978,11,164.782,63.929,3051,5.795,272,18.716,1327,39.418,1452
"wcpfc",137.5,17.5,1978,12,280.162,100.439,4980,8.394,394,35.09,2488,56.955,2098
"wcpfc",137.5,17.5,1980,2,144.162,48.933,2539,5.768,304,8.234,691,34.931,1544
"wcpfc",137.5,17.5,1980,5,147.561,70.039,2252,4.412,114,3.193,268,62.434,1870
"wcpfc",137.5,17.5,1983,12,103.1,58.157,2496,5.535,267,19.081,1157,33.541,1072
"wcpfc",137.5,17.5,1984,11,343.3,120.055,5717,6.984,227,34.714,2392,78.357,3098
"wcpfc",137.5,17.5,1988,12,104.9,77.991,4117,4.832,290,19.931,1423,53.228,2404
"wcpfc",137.5,17.5,1995,1,250.268,254.801,14610,15.276,813,159.352,9429,80.173,4368
"wcpfc",137.5,17.5,2000,4,113.74,81.552,4477,4.41,226,68.908,3926,8.234,325
"wcpfc",137.5,17.5,2001,4,243.629,170.307,9610,5.969,505,140.16,7997,24.178,1108
"wcpfc",137.5,17.5,2001,5,158.144,52.505,2939,2.246,190,39.698,2265,10.561,484
"wcpfc",137.5,17.5,2004,4,105.355,40.291,2123,6.121,208,26.701,1577,7.469,338
"wcpfc",137.5,17.5,2005,3,129.386,67.993,4278,2.869,177,62.342,3904,2.782,197
"wcpfc",137.5,17.5,2006,5,152.812,59.322,3180,6.147,237,46.019,2636,7.156,307
"wcpfc",137.5,17.5,2007,2,273.338,42.398,2663,3.85,224,29.977,1898,8.571,541
"wcpfc",137.5,17.5,2007,3,383.944,38.868,2394,2.716,158,26.039,1637,10.113,599
"wcpfc",137.5,17.5,2007,4,295.479,29.543,1646,1.804,66,19.843,1236,7.896,344
"wcpfc",137.5,17.5,2007,5,463.661,7.789,372,1.424,49,3.023,171,3.342,152
"wcpfc",137.5,17.5,2008,1,174.223,18.243,530,5.045,89,0.826,43,12.372,398
"wcpfc",137.5,17.5,2008,3,397.685,55.894,3966,4.149,275,36.626,2860,15.119,831
"wcpfc",137.5,17.5,2008,4,482.694,10.78,608,0.712,35,4.771,351,5.297,222
"wcpfc",137.5,17.5,2008,7,158.417,8.885,354,0.712,27,1.17,108,7.003,219
"wcpfc",137.5,17.5,2008,8,464.238,17.928,772,0.564,18,0.682,43,16.682,711
"wcpfc",137.5,17.5,2008,9,390.225,9.929,446,0.492,19,1.22,65,8.217,362
"wcpfc",137.5,17.5,2009,1,186.055,95.691,5563,1.593,46,76.242,4811,17.856,706
"wcpfc",137.5,17.5,2009,2,109.486,47.048,2957,0.913,59,37.867,2528,8.268,370
"wcpfc",137.5,17.5,2009,7,154.36,9.909,625,0.796,26,5.948,475,3.165,124
"wcpfc",137.5,17.5,2009,8,234.612,4.788,183,1.636,41,0.869,55,2.283,87
"wcpfc",137.5,17.5,2009,9,140.303,5.214,188,2.327,66,0.433,28,2.454,94
"wcpfc",137.5,17.5,2009,12,156.457,28.563,1637,1.259,28,22.441,1274,4.863,335
"wcpfc",137.5,17.5,2010,1,139.245,42.829,2409,4.503,230,29.651,1824,8.675,355
"wcpfc",137.5,17.5,2010,2,234.935,19.118,931,1.992,66,3.931,288,13.195,577
"wcpfc",137.5,17.5,2010,3,130.107,20.533,994,2.241,94,8.2,424,10.092,476
"wcpfc",137.5,17.5,2010,4,371.484,40.584,1874,1.201,50,21.96,1136,17.423,688
"wcpfc",137.5,17.5,2010,5,349.476,32.961,1632,0.886,38,18.875,1021,13.2,573
"wcpfc",137.5,17.5,2010,6,245.563,14.656,636,0.06,2,3.826,206,10.77,428
"wcpfc",137.5,17.5,2010,7,165.093,18.715,874,0.32,17,9.705,529,8.69,328
"wcpfc",137.5,17.5,2010,8,215.781,8.629,368,0,0,1.155,72,7.474,296
"wcpfc",137.5,17.5,2011,1,119.257,10.17,310,0.519,16,0.143,7,9.508,287
"wcpfc",137.5,17.5,2011,3,287.746,10.84,481,0.834,34,2.379,142,7.627,305
"wcpfc",137.5,17.5,2011,4,555.75,35.44,1567,5,229,15.486,798,14.954,540
"wcpfc",137.5,17.5,2011,5,622.88,22.532,819,0.376,6,2.339,132,19.817,681
"wcpfc",137.5,17.5,2011,6,193.378,10.156,503,0.344,8,5.433,290,4.379,205
"wcpfc",137.5,17.5,2011,7,569.596,12.683,672,0.124,2,4.183,227,8.376,443
"wcpfc",137.5,17.5,2011,8,229.46,6.289,288,0.11,5,0.906,52,5.273,231
"wcpfc",137.5,17.5,2011,9,149.623,0.581,21,0,0,0,0,0.581,21
"wcpfc",137.5,17.5,2011,10,195.858,3.55,139,0.13,2,0.169,10,3.251,127
"wcpfc",137.5,17.5,2011,11,289.665,22.685,1089,0.67,18,4.023,258,17.992,813
"wcpfc",137.5,17.5,2011,12,465.902,45.019,2017,2.205,111,12.02,822,30.794,1084
"wcpfc",137.5,17.5,2012,2,114.639,2.296,101,0.397,13,0.884,54,1.015,34
"wcpfc",137.5,17.5,2012,3,690.037,9.887,390,1.075,30,2.512,152,6.3,208
"wcpfc",137.5,17.5,2012,4,727.018,4.397,181,0.341,12,1.566,85,2.49,84
"wcpfc",137.5,17.5,2012,5,154.438,5.536,242,1.344,30,3.594,195,0.598,17
"wcpfc",137.5,17.5,2012,6,153.053,4.507,211,0.313,6,2.341,124,1.853,81
"wcpfc",137.5,17.5,2012,7,234.228,25.72,1550,0.845,25,22.026,1417,2.849,108
"wcpfc",137.5,17.5,2012,9,113.8,0.155,6,0,0,0.036,2,0.119,4
"wcpfc",137.5,17.5,2012,10,109.767,4.319,155,0,0,0.397,22,3.922,133
"wcpfc",137.5,17.5,2013,3,325.345,52.525,2898,2.498,112,30.716,1635,19.311,1151
"wcpfc",137.5,17.5,2013,4,473.459,51.109,2651,2.126,73,34.145,1725,14.838,853
"wcpfc",137.5,17.5,2013,6,136.089,9.559,546,0.391,16,5.593,315,3.575,215
"wcpfc",137.5,17.5,2013,7,111.313,11.682,659,0.652,25,9.295,547,1.735,87
"wcpfc",137.5,17.5,2013,8,158.575,4.432,275,0.261,6,1.519,125,2.652,144
"wcpfc",137.5,17.5,2014,3,616.414,133.191,6757,7.413,387,98.271,4890,27.507,1480
"wcpfc",137.5,17.5,2014,4,730.997,87.373,4137,13.557,454,54.262,2731,19.554,952
"wcpfc",137.5,17.5,2014,5,523.746,30.752,1544,3.493,122,17.424,899,9.835,523
"wcpfc",137.5,17.5,2014,7,281.502,15.056,765,0.321,15,2.046,120,12.689,630
"wcpfc",137.5,17.5,2014,10,218.194,10.992,501,1.833,62,3.057,170,6.102,269
"wcpfc",137.5,17.5,2015,2,136.844,43.178,2166,7.912,277,27.488,1510,7.778,379
"wcpfc",137.5,17.5,2015,3,254.608,29.471,1496,1.45,51,18.23,932,9.791,513
"wcpfc",137.5,17.5,2015,4,2311.693,92.186,4980,5.817,284,62.287,3299,24.082,1397
"wcpfc",137.5,17.5,2015,5,1576.13,99.65,4476,31.06,937,30.706,1741,37.884,1798
"wcpfc",137.5,17.5,2015,6,219.957,25.272,1144,11.105,334,9.203,531,4.964,279
"wcpfc",137.5,17.5,2015,8,266.64,21.347,1177,2.92,88,16.87,1019,1.557,70
"wcpfc",137.5,17.5,2015,9,186.148,9.895,477,2.045,57,4.776,270,3.074,150
"wcpfc",137.5,17.5,2015,10,277.67,31.453,1693,1.728,72,14.63,869,15.095,752
"wcpfc",137.5,17.5,2015,12,496.208,107.806,6182,2.866,151,78.285,4713,26.655,1318
"wcpfc",137.5,17.5,2016,1,742.091,107.523,6564,2.885,149,65.144,4178,39.494,2237
"wcpfc",137.5,17.5,2016,2,297.414,31.229,1747,1.463,75,19.038,1099,10.728,573
"wcpfc",137.5,17.5,2016,3,547.844,40.421,2117,3.568,148,19.407,1037,17.446,932
"wcpfc",137.5,17.5,2016,4,822.604,21.117,1078,3.014,112,4.616,256,13.487,710
"wcpfc",137.5,17.5,2016,5,408.454,12.637,672,2.033,70,3.268,175,7.336,427
"wcpfc",137.5,17.5,2016,6,157.687,5.797,251,1.334,33,0.737,45,3.726,173
"wcpfc",137.5,17.5,2016,10,128.368,2.034,99,0.29,6,0.524,32,1.22,61
"wcpfc",137.5,17.5,2016,12,393.186,68.489,3668,6.486,335,41.759,2231,20.244,1102
"wcpfc",137.5,17.5,2017,1,308.978,105.869,5805,3.297,128,80.209,4678,22.363,999
"wcpfc",137.5,17.5,2017,2,127.226,28.658,1536,6.012,183,12.406,657,10.24,696
"wcpfc",137.5,17.5,2017,3,168.65,33.501,1740,0.579,14,23.747,1162,9.175,564
"wcpfc",137.5,17.5,2017,4,239.851,11.675,553,0.442,15,6.859,355,4.374,183
"wcpfc",137.5,17.5,2017,5,239.921,13.894,583,0.299,8,2.274,133,11.321,442
"wcpfc",137.5,17.5,2017,11,115.528,32.988,1814,0.564,20,25.162,1438,7.262,356
"wcpfc",137.5,17.5,2017,12,164.812,34.306,1721,5.815,197,21.239,1083,7.252,441
"wcpfc",137.5,17.5,2018,1,391.72,169.282,7867,9.142,321,95.488,4722,64.652,2824
"wcpfc",137.5,17.5,2018,2,281.362,87.572,4128,3.236,107,44.125,2099,40.211,1922
"wcpfc",137.5,17.5,2018,3,480.21,55.796,2632,3.074,155,26.896,1218,25.826,1259
"wcpfc",137.5,17.5,2018,4,941.749,51.743,2333,0.916,29,28.709,1305,22.118,999
"wcpfc",137.5,17.5,2018,5,511.002,73.208,3308,2.066,91,44.402,2136,26.74,1081
"wcpfc",137.5,17.5,2018,7,109.625,33.316,1604,2.239,90,29.14,1438,1.937,76
"wcpfc",137.5,17.5,2018,9,219.359,23.126,1112,1.681,73,19.993,987,1.452,52
"wcpfc",137.5,17.5,2018,10,114.744,9.214,404,0.295,13,7.743,340,1.176,51
"wcpfc",137.5,17.5,2018,11,236.307,32.374,1538,3.107,118,26.701,1289,2.566,131
"wcpfc",137.5,17.5,2018,12,223.403,60.789,2666,11.607,382,32.783,1675,16.399,609
"wcpfc",137.5,17.5,2019,1,525.164,166.83,8847,7.098,317,98.517,5119,61.215,3411
"wcpfc",137.5,17.5,2019,2,212.071,77.788,4223,8.808,516,49.02,2641,19.96,1066
"wcpfc",137.5,17.5,2019,3,600.734,121.849,6800,4.203,256,92.065,4729,25.581,1815
"wcpfc",137.5,17.5,2019,4,421.12,28.006,1441,0.796,44,10.542,534,16.668,863
"wcpfc",137.5,17.5,2019,5,326.37,49.798,2407,1.582,74,31.718,1552,16.498,781
"wcpfc",137.5,17.5,2019,6,205.838,25.314,1155,1.622,29,13.713,673,9.979,453
"wcpfc",137.5,17.5,2019,10,374.48,82.38,4753,4.589,183,56.746,3418,21.045,1152
"wcpfc",137.5,17.5,2019,11,449.184,59.067,3483,5.434,202,39.826,2551,13.807,730
"wcpfc",137.5,17.5,2019,12,433.59,45.709,2412,7.867,278,16.319,942,21.523,1192
"wcpfc",137.5,17.5,2020,1,173.823,11.258,590,1.779,91,3.463,188,6.016,311
"wcpfc",137.5,17.5,2020,3,248.82,9.826,503,0.826,73,5.332,254,3.668,176
"wcpfc",137.5,17.5,2020,4,293.391,5.028,273,0.278,17,1.851,90,2.899,166
"wcpfc",137.5,17.5,2020,11,131.119,25.024,1540,1.813,81,19.301,1303,3.91,156
"wcpfc",137.5,17.5,2020,12,561.504,191.105,11604,5.594,236,139.751,9380,45.76,1988
"wcpfc",137.5,17.5,2021,1,709.721,211.319,11684,7.089,300,142.255,8748,61.975,2636
"wcpfc",137.5,17.5,2021,2,543.315,194.21,10834,5.664,226,153.009,9044,35.537,1564
"wcpfc",137.5,17.5,2021,3,655.08,139.677,7428,6.27,289,114.295,6315,19.112,824
"wcpfc",137.5,17.5,2021,4,223.866,57.327,3123,3.529,138,45.761,2679,8.037,306
"wcpfc",137.5,17.5,2021,5,158.188,41.195,2247,1.794,82,35.529,2005,3.872,160
"wcpfc",137.5,17.5,2021,6,198.4,65.23,3528,1.555,68,54.547,3051,9.128,409
"wcpfc",137.5,17.5,2021,7,119.012,42.002,2430,2.327,104,33.74,2063,5.935,263
"wcpfc",137.5,17.5,2021,9,106.071,17.797,1104,1.54,85,14.355,918,1.902,101
"wcpfc",137.5,17.5,2021,11,218.103,50.427,3491,2.131,93,39.543,2766,8.753,632
"wcpfc",137.5,17.5,2021,12,169.019,26.858,1826,0.966,32,18.931,1275,6.961,519
"wcpfc",137.5,17.5,2022,3,120.586,7.927,422,0.25,12,4.596,239,3.081,171
"wcpfc",137.5,17.5,2022,4,182.785,16.499,907,0.406,19,11.83,644,4.263,244
